Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger
2016-03-30,2015-12-07,0.9954835176467896,0.7977651373506973,1,1,0,12,,0.5,bull,1,0,0
2016-03-31,2015-12-07,0.9903414249420166,0.8085736138529679,1,1,0,12,,0.5,bull,1,0,0
2016-04-01,2015-12-07,0.9946356415748596,0.8190164730426968,1,1,0,12,,0.5,bull,1,0,0
2016-04-04,2015-12-07,0.9942094087600708,0.8288492969731462,1,1,0,12,,0.5,bull,1,0,0
2016-04-05,2015-12-07,0.8872738480567932,0.8321284150589795,1,1,0,12,,0.5,bull,1,0,0
2016-04-06,2015-12-07,0.9900833368301392,0.8409937436086952,1,1,0,12,,0.5,bull,1,0,0
2016-04-07,2015-12-07,0.8295003175735474,0.8403486671728304,1,1,0,12,,0.5,bull,1,0,0
2016-04-08,2015-12-07,0.7828408479690552,0.8371210012938416,1,1,0,12,,0.5,bull,1,0,0
2016-04-11,2015-12-07,0.8228359222412109,0.8363192414136164,1,1,0,12,,0.5,bull,1,0,0
2016-04-12,2015-12-07,0.97431880235672,0.8440645616211725,1,1,0,12,,0.5,bull,1,0,0
2016-04-13,2015-12-07,0.9892936944961548,0.8522156465224225,1,1,0,12,,0.5,bull,1,0,0
2016-04-14,2015-12-07,0.9947604537010193,0.8602160717989767,1,1,0,12,,0.5,bull,1,0,0
2016-04-15,2015-12-07,0.9909277558326721,0.8675523549059012,1,1,0,12,,0.5,bull,1,0,0
2016-04-18,2015-12-07,0.9875195026397705,0.8742855935280814,1,1,0,12,,0.5,bull,1,0,0
2016-04-19,2015-12-07,0.9937334656715393,0.8809896874508423,1,1,0,12,,0.5,bull,1,0,0
2016-04-20,2015-12-07,0.9951416254043579,0.8873965434272,1,1,0,12,,0.5,bull,1,0,0
2016-04-21,2015-12-07,0.9912155866622925,0.8932234585854985,1,1,0,12,,0.5,bull,1,0,0
2016-04-22,2015-12-07,0.9895288348197937,0.8986286640190964,1,1,0,12,,0.5,bull,1,0,0
2016-04-25,2015-12-07,0.9790475964546204,0.9031422318754445,1,1,0,12,,0.5,bull,1,0,0
2016-04-26,2015-12-07,0.9623804092407227,0.9064670152955545,1,1,0,12,,0.5,bull,1,0,0
2016-04-27,2015-12-07,0.9888246655464172,0.9110893950218049,1,1,0,12,,0.5,bull,1,0,0
2016-04-28,2015-12-07,0.9060088992118835,0.9108042487025552,1,1,0,12,,0.5,bull,1,0,0
2016-04-29,2015-12-07,0.8173683285713196,0.9055600934649712,1,1,0,12,,0.5,bull,1,0,0
2016-05-02,2015-12-07,0.9028790593147278,0.905409618580565,1,1,0,12,,0.5,bull,1,0,0
2016-05-03,2015-12-07,0.600115954875946,0.8882748018712193,1,1,0,12,,0.5,bull,0,0,0
2016-05-04,2015-12-07,0.7328953742980957,0.8795540247035527,1,1,0,12,,0.5,bull,0,0,0
2016-05-05,2015-12-07,0.6691311001777649,0.8677438934370147,1,1,0,12,,0.5,bull,0,0,0
2016-05-06,2015-12-07,0.7878496050834656,0.8632597715903648,1,1,0,12,,0.5,bull,1,0,0
2016-05-09,2015-12-07,0.7955887317657471,0.8594616879686636,1,1,0,12,,0.5,bull,1,0,0
